date,store,category,units_sold,revenue,revenue_rolling_7,revenue_rolling_30
2021-10-19,Store_B,Dresses,196,6100.64,9339.224285714286,9755.884
2021-10-19,Store_B,Shoes,204,3941.7,7722.317142857143,9518.704333333333
2021-10-19,Store_B,Accessories,181,12678.8,7597.511428571429,9553.215333333332
2021-10-19,Store_C,T-Shirts,189,4080.53,5650.961428571429,9509.478666666668
2021-10-19,Store_B,Jeans,204,18676.09,7958.651428571428,9632.440333333332
2021-10-20,Store_D,Dresses,189,13782.19,9286.088571428572,9730.461333333333
2021-10-20,Store_C,Accessories,203,11348.25,10086.885714285714,9682.872666666666
2021-10-20,Store_D,T-Shirts,204,9850.99,10622.65,9859.089333333333
2021-10-20,Store_D,Jeans,174,11510.97,11703.974285714286,10017.977333333334
2021-10-20,Store_D,Jackets,186,6766.17,10859.312857142857,9999.383333333333
2021-10-20,Store_D,Shoes,216,6701.18,11233.691428571428,9922.589
2021-10-20,Store_E,Accessories,226,15343.05,10757.542857142858,9910.013666666666
2021-10-20,Store_E,T-Shirts,190,5561.25,9583.122857142856,9706.974666666667
2021-10-20,Store_E,Jeans,217,15081.0,10116.372857142856,10019.747333333333
2021-10-20,Store_E,Jackets,215,9656.11,10088.532857142856,9670.772
2021-10-20,Store_E,Dresses,206,14305.1,10487.694285714286,9904.657000000001
2021-10-20,Store_E,Shoes,216,16104.38,11821.724285714286,10356.496333333334
2021-10-20,Store_C,Shoes,213,18692.29,13534.740000000002,10348.000666666665
2021-10-20,Store_D,Accessories,230,21728.86,14446.998571428572,10881.583333333334
2021-10-20,Store_C,Dresses,200,10783.83,15193.08142857143,10759.492
2021-10-20,Store_C,Jackets,197,4832.67,13729.034285714286,10551.148666666668
2021-10-20,Store_C,Jeans,199,18784.44,15033.08142857143,11047.383666666667
2021-10-20,Store_A,Jeans,219,5778.82,13815.041428571427,10826.819666666666
2021-10-20,Store_A,Jackets,203,7703.51,12614.917142857144,10968.891666666666
2021-10-20,Store_A,Dresses,214,5027.87,10662.857142857143,10627.819
2021-10-20,Store_A,Shoes,197,8941.28,8836.06,10474.113666666668
2021-10-20,Store_A,Accessories,199,18771.11,9977.1,10509.604666666668
2021-10-20,Store_B,T-Shirts,202,15850.04,11551.01,10953.864000000001
2021-10-20,Store_A,T-Shirts,185,13227.71,10757.191428571428,11245.116666666667
2021-10-20,Store_B,Jackets,205,4222.71,10534.890000000001,11194.451333333334
2021-10-20,Store_B,Dresses,198,19117.1,12165.402857142855,11628.333333333334
2021-10-20,Store_B,Shoes,195,16889.34,13859.89857142857,12059.921333333334
2021-10-20,Store_B,Accessories,193,6826.29,13557.757142857143,11864.837666666666
2021-10-20,Store_C,T-Shirts,221,8758.21,12127.342857142856,12020.760333333334
2021-10-20,Store_B,Jeans,207,2110.5,10164.551428571427,11468.574
2021-10-21,Store_D,T-Shirts,191,1915.92,8548.581428571428,11073.031666666668
2021-10-21,Store_D,Jeans,171,16456.45,10296.25857142857,11243.305
2021-10-21,Store_D,Jackets,197,7394.6,8621.615714285714,11161.425333333334
2021-10-21,Store_D,Dresses,207,7658.48,7302.921428571429,11033.008999999998
2021-10-21,Store_D,Shoes,170,4896.49,7027.2357142857145,10970.686333333335
2021-10-21,Store_D,Accessories,177,7365.02,6828.208571428572,10992.814333333334
2021-10-21,Store_E,Jackets,204,12577.23,8323.455714285714,10900.620333333334
2021-10-21,Store_E,Jeans,213,10624.26,9567.504285714285,11069.387333333334
2021-10-21,Store_E,Dresses,184,8394.18,8415.75142857143,10846.493333333336
2021-10-21,Store_E,Shoes,199,10959.81,8925.067142857142,10889.95
2021-10-21,Store_E,Accessories,183,11611.64,9489.804285714286,10800.168
2021-10-21,Store_C,Accessories,194,11386.54,10416.954285714284,10642.906666666668
2021-10-21,Store_E,T-Shirts,201,4046.37,9942.861428571428,10154.709333333334
2021-10-21,Store_C,Shoes,208,5521.98,8934.968571428572,9614.48
2021-10-21,Store_C,Dresses,187,13761.91,9383.204285714284,9713.749333333335
2021-10-21,Store_A,T-Shirts,219,10442.43,9675.811428571427,9900.741333333333
2021-10-21,Store_C,Jackets,193,17101.88,10553.25,9844.655999999999
2021-10-21,Store_A,Jeans,201,10994.69,10465.114285714286,10018.518333333335
2021-10-21,Store_A,Jackets,191,3418.17,9326.775714285714,9875.673666666667
2021-10-21,Store_A,Dresses,198,18036.45,11325.358571428571,10309.293000000001
2021-10-21,Store_A,Accessories,194,15665.45,12774.425714285715,10533.431999999999
2021-10-21,Store_B,T-Shirts,193,8141.42,11971.498571428572,10179.109
2021-10-21,Store_A,Shoes,208,7335.28,11527.62,9895.283666666664
2021-10-21,Store_B,Jackets,187,4059.27,9664.39,9589.669
2021-10-21,Store_B,Dresses,175,4728.18,8769.174285714285,9606.518
2021-10-21,Store_B,Shoes,201,2976.48,8706.075714285715,9068.497333333333
2021-10-21,Store_B,Accessories,181,12699.3,7943.625714285715,8928.829333333333
2021-10-21,Store_C,T-Shirts,206,13804.89,7677.831428571429,9161.449333333332
2021-10-21,Store_C,Jeans,196,16097.23,8814.375714285714,9406.083333333334
2021-10-21,Store_B,Jeans,198,16269.01,10090.622857142856,9878.033666666666
2021-10-22,Store_D,Dresses,206,8839.14,10773.461428571429,10108.807666666666
2021-10-22,Store_C,Accessories,181,6067.67,10964.817142857142,9762.515000000001
2021-10-22,Store_D,T-Shirts,194,8211.8,11712.72,9789.755000000001
2021-10-22,Store_D,Jeans,202,13570.88,11837.231428571427,9986.835000000001
2021-10-22,Store_D,Jackets,217,12088.84,11592.08142857143,10226.579999999998
2021-10-22,Store_D,Shoes,206,8918.06,10566.485714285713,10278.348
2021-10-22,Store_C,Shoes,196,12797.33,10070.531428571428,10285.684666666666
2021-10-22,Store_E,T-Shirts,206,4161.96,9402.362857142856,10070.274666666668
2021-10-22,Store_E,Jeans,194,11942.78,10241.664285714285,10188.561333333333
2021-10-22,Store_E,Jackets,219,15227.61,11243.922857142856,10330.821333333331
2021-10-22,Store_E,Dresses,194,6936.62,10296.171428571428,10174.987333333333
2021-10-22,Store_E,Shoes,209,5677.38,9380.248571428572,9984.681999999999
2021-10-22,Store_E,Accessories,195,14906.32,10235.714285714286,10346.680333333332
2021-10-22,Store_D,Accessories,201,11193.37,10006.577142857142,10535.726666666666
2021-10-22,Store_C,Dresses,205,20360.67,12320.67857142857,10755.685333333333
2021-10-22,Store_C,Jackets,206,3256.57,11079.79142857143,10516.156666666668
2021-10-22,Store_C,Jeans,204,8619.22,10135.735714285713,10233.401333333333
2021-10-22,Store_A,Jeans,192,12844.88,10979.772857142858,10295.074333333332
2021-10-22,Store_A,Jackets,195,2562.11,10534.734285714283,10266.538999999999
2021-10-22,Store_A,Dresses,240,17866.32,10957.591428571428,10260.867999999999
2021-10-22,Store_A,Shoes,188,16578.96,11726.961428571429,10291.318333333333
2021-10-22,Store_A,Accessories,179,2177.89,9129.421428571428,10092.533999999998
2021-10-22,Store_B,T-Shirts,165,13540.13,10598.501428571428,10299.362333333333
2021-10-22,Store_A,T-Shirts,175,11457.98,11004.03857142857,10545.986
2021-10-22,Store_B,Jackets,200,2208.32,9484.529999999999,10461.990666666667
2021-10-22,Store_B,Dresses,203,16000.12,11404.245714285715,10896.112000000001
2021-10-22,Store_B,Shoes,189,12882.26,10692.237142857144,10902.210666666664
2021-10-22,Store_B,Accessories,205,6977.81,9320.644285714287,10674.641333333333
2021-10-22,Store_C,T-Shirts,218,5741.47,9829.727142857142,10329.449333333332
2021-10-22,Store_B,Jeans,191,15453.04,10103.0,10302.250333333332
2021-10-23,Store_D,T-Shirts,178,8629.84,9698.98,10295.273666666668
2021-10-23,Store_D,Jeans,174,9779.5,10780.577142857144,10419.001333333332
2021-10-23,Store_D,Jackets,173,16665.33,10875.607142857143,10700.785666666667
2021-10-23,Store_D,Dresses,201,20047.82,11899.25857142857,10916.683666666668
2021-10-23,Store_D,Shoes,190,1950.17,11181.024285714288,10578.728000000001
2021-10-23,Store_D,Accessories,194,14927.18,12493.268571428573,10779.032000000001
2021-10-23,Store_E,Jackets,207,6440.9,11205.819999999998,10567.151000000002
2021-10-23,Store_E,Jeans,214,8565.16,11196.58,10713.924333333332
2021-10-23,Store_E,Dresses,202,17912.49,12358.435714285715,10912.914666666667
2021-10-23,Store_E,Shoes,168,4438.88,10611.800000000001,10553.290333333334
2021-10-23,Store_E,Accessories,227,21296.36,10790.162857142857,11031.948333333334
2021-10-23,Store_C,Accessories,192,15847.65,12775.517142857145,11370.957333333334
2021-10-23,Store_E,T-Shirts,202,7228.78,11675.745714285715,11115.039333333332
2021-10-23,Store_C,Shoes,201,6326.74,11659.437142857143,10952.818333333335
2021-10-23,Store_C,Dresses,200,14880.29,12561.598571428573,10770.139
2021-10-23,Store_A,T-Shirts,193,3229.84,10464.077142857144,10769.247999999998
2021-10-23,Store_C,Jackets,227,13540.26,11764.274285714286,10933.282666666666
2021-10-23,Store_A,Jeans,168,3440.8,9213.48,10619.813333333334
2021-10-23,Store_A,Jackets,177,11341.42,8569.732857142857,10912.457
2021-10-23,Store_A,Dresses,206,16092.55,9835.985714285713,10853.331333333334
2021-10-23,Store_A,Accessories,230,3515.56,9434.388571428572,10417.884666666667
2021-10-23,Store_B,T-Shirts,206,7310.45,8352.982857142857,10588.970000000001
2021-10-23,Store_A,Shoes,187,11632.22,9553.322857142857,10525.373
2021-10-23,Store_B,Jackets,180,2514.58,7978.225714285713,10227.259666666667
2021-10-23,Store_B,Dresses,197,15172.61,9654.198571428571,10659.402666666667
2021-10-23,Store_B,Shoes,221,14716.3,10136.324285714287,10616.608666666665
2021-10-23,Store_B,Accessories,165,6000.19,8694.558571428572,10387.206333333334
2021-10-23,Store_C,T-Shirts,188,4083.46,8775.687142857143,10290.728000000001
2021-10-23,Store_C,Jeans,218,16124.62,10034.854285714286,10636.833
2021-10-23,Store_B,Jeans,203,19570.02,11168.825714285715,10774.065666666667
2021-10-24,Store_D,Dresses,211,8965.81,12090.429999999998,10785.264666666666
2021-10-24,Store_C,Accessories,210,8143.41,11086.25857142857,10730.728333333333
2021-10-24,Store_D,T-Shirts,186,6661.41,9935.56,10397.264333333333
2021-10-24,Store_D,Jeans,193,4867.16,9773.698571428571,9891.242333333332
2021-10-24,Store_D,Jackets,214,11403.94,10819.481428571427,10206.367999999999
2021-10-24,Store_D,Shoes,199,19728.63,11334.34,10366.416333333333
2021-10-24,Store_C,Shoes,204,17560.01,11047.195714285714,10737.053333333333
2021-10-24,Store_E,T-Shirts,203,11397.85,11394.630000000001,10831.476333333332
2021-10-24,Store_E,Jeans,191,12169.62,11969.802857142857,10640.047333333332
2021-10-24,Store_E,Jackets,203,17669.18,13542.341428571428,11081.057333333334
2021-10-24,Store_E,Dresses,210,10922.96,14407.455714285714,10735.277333333333
2021-10-24,Store_E,Shoes,228,15946.8,15056.435714285715,10738.582333333332
2021-10-24,Store_E,Accessories,194,13174.13,14120.078571428572,10936.760666666667
2021-10-24,Store_D,Accessories,205,2317.32,11942.551428571429,10803.113333333333
2021-10-24,Store_C,Dresses,207,3188.22,10769.747142857143,10413.377666666667
2021-10-24,Store_C,Jackets,189,11196.65,10630.75142857143,10678.937999999998
2021-10-24,Store_C,Jeans,210,15711.53,10351.087142857143,10751.313666666667
2021-10-24,Store_A,T-Shirts,206,12848.71,10626.194285714286,11064.910666666665
2021-10-24,Store_A,Jeans,192,9526.15,9708.95857142857,11004.401666666667
2021-10-24,Store_A,Jackets,197,15593.17,10054.535714285714,10987.755666666666
2021-10-24,Store_A,Dresses,193,18231.16,12327.941428571428,11478.275666666666
2021-10-24,Store_A,Accessories,204,6802.84,12844.315714285713,11461.355333333333
2021-10-24,Store_B,T-Shirts,207,5183.95,11985.358571428571,11246.413
2021-10-24,Store_A,Shoes,164,7913.98,10871.422857142858,11426.393
2021-10-24,Store_B,Jackets,208,10845.75,10585.285714285714,11282.164333333332
2021-10-24,Store_B,Dresses,184,7442.68,10287.647142857142,11039.710333333334
2021-10-24,Store_B,Shoes,183,12931.9,9907.465714285716,11270.767333333333
2021-10-24,Store_B,Accessories,183,14887.59,9429.812857142857,11630.905
2021-10-24,Store_C,T-Shirts,200,17094.06,10899.987142857144,11663.219666666668
2021-10-24,Store_B,Jeans,220,9379.01,11499.281428571428,11323.519333333334
2021-10-25,Store_D,Dresses,205,15873.81,12636.399999999998,11553.786
2021-10-25,Store_C,Accessories,194,4460.8,11724.264285714284,11431.032333333334
2021-10-25,Store_D,T-Shirts,211,7055.41,11668.94,11444.165666666666
2021-10-25,Store_D,Jeans,187,3121.59,10267.467142857142,11385.980000000001
2021-10-25,Store_D,Jackets,217,10234.58,9602.751428571428,11347.001333333335
2021-10-25,Store_D,Shoes,201,13430.29,9079.355714285715,11137.056666666667
2021-10-25,Store_E,Accessories,206,13424.05,9657.218571428572,10999.191333333332
2021-10-25,Store_E,T-Shirts,190,8058.66,8540.768571428573,10887.885000000002
2021-10-25,Store_E,Jeans,202,17231.83,10365.201428571429,11056.625333333333
2021-10-25,Store_E,Jackets,174,10754.27,10893.61,10826.128333333332
2021-10-25,Store_E,Dresses,195,15992.31,12732.284285714286,10995.106666666667
2021-10-25,Store_E,Shoes,191,17318.14,13744.221428571429,11040.818000000001
2021-10-25,Store_C,Shoes,176,7170.28,12849.934285714286,10840.689666666667
2021-10-25,Store_D,Accessories,209,8304.27,12118.537142857142,11040.254666666668
2021-10-25,Store_C,Dresses,192,18620.75,13627.407142857144,11554.672333333332
2021-10-25,Store_C,Jackets,182,6739.65,12128.524285714286,11406.105666666668
2021-10-25,Store_C,Jeans,195,3821.48,11138.125714285712,11009.770666666667
2021-10-25,Store_A,Jeans,192,10465.83,10348.628571428571,10930.341333333336
2021-10-25,Store_A,Jackets,193,17482.26,10372.074285714285,11195.545
2021-10-25,Store_A,Dresses,194,8082.55,10502.39857142857,10945.191
2021-10-25,Store_A,Shoes,187,4351.36,9937.697142857141,10482.530999999999
2021-10-25,Store_A,Accessories,215,13722.36,9237.927142857141,10713.181666666667
2021-10-25,Store_B,T-Shirts,198,15677.3,10514.734285714285,11062.96
2021-10-25,Store_A,T-Shirts,197,15452.9,12176.365714285714,11314.257333333335
2021-10-25,Store_B,Jackets,207,16710.79,13068.502857142857,11509.758666666667
2021-10-25,Store_B,Dresses,180,7702.03,11671.327142857144,11518.403666666667
2021-10-25,Store_B,Shoes,181,8079.86,11670.942857142858,11356.669
2021-10-25,Store_B,Accessories,205,14270.0,13087.891428571429,11336.082666666665
2021-10-25,Store_C,T-Shirts,235,3725.56,11659.777142857143,10890.465999999999
2021-10-25,Store_B,Jeans,209,3979.72,9988.694285714286,10710.489666666666
2021-10-26,Store_C,Accessories,223,16656.9,10160.694285714286,10736.592666666666
2021-10-26,Store_D,T-Shirts,223,15763.72,10025.39857142857,11113.356666666667
2021-10-26,Store_D,Jeans,209,13050.17,10789.41857142857,11313.182
2021-10-26,Store_D,Jackets,216,19600.99,12435.294285714286,11862.495333333332
2021-10-26,Store_D,Dresses,205,13547.73,12332.112857142858,11972.933666666666
2021-10-26,Store_D,Shoes,196,10468.1,13295.332857142857,11874.194
2021-10-26,Store_E,Jeans,204,17938.96,15289.51,12024.690999999999
2021-10-26,Store_E,T-Shirts,210,17954.57,15474.891428571429,12354.554666666665
2021-10-26,Store_E,Jackets,175,11218.44,14825.565714285714,12154.108333333334
2021-10-26,Store_E,Dresses,201,4350.11,13582.7,11940.636333333332
2021-10-26,Store_E,Shoes,203,17993.14,13353.007142857143,12007.330666666667
2021-10-26,Store_C,Shoes,203,15800.02,13674.762857142856,11956.726666666666
2021-10-26,Store_D,Accessories,222,15414.16,14381.342857142856,12231.522666666666
2021-10-26,Store_C,Dresses,189,11810.02,13505.78,12348.381
2021-10-26,Store_E,Accessories,214,2448.11,11290.57142857143,11809.293
2021-10-26,Store_C,Jeans,193,10737.98,11221.934285714286,11942.570666666667
2021-10-26,Store_A,T-Shirts,201,7123.23,11618.094285714285,12052.628999999999
2021-10-26,Store_A,Jeans,183,11952.88,10755.199999999999,12102.197333333334
2021-10-26,Store_A,Jackets,196,6356.53,9406.130000000001,11731.339666666667
2021-10-26,Store_A,Dresses,192,6374.23,8114.711428571428,11674.395666666667
2021-10-26,Store_A,Shoes,200,9000.25,7713.315714285714,11829.358666666667
2021-10-26,Store_A,Accessories,206,2927.52,7781.802857142857,11469.530666666666
2021-10-26,Store_C,Jackets,216,4559.67,6899.187142857144,11098.943000000001
2021-10-26,Store_B,Jeans,211,14267.75,7919.832857142857,11059.438
2021-10-26,Store_B,Jackets,180,15128.27,8373.460000000001,11006.687333333333
2021-10-26,Store_B,Dresses,215,7253.49,8501.597142857145,10991.735999999999
2021-10-26,Store_B,Shoes,201,18662.26,10257.029999999999,11344.482666666667
2021-10-26,Store_B,Accessories,194,18026.21,11546.452857142856,11469.689666666667
2021-10-26,Store_C,T-Shirts,190,6481.02,12054.095714285713,11561.538333333334
2021-10-26,Store_B,T-Shirts,200,17906.6,13960.8,12025.767666666665
2021-10-27,Store_C,Accessories,192,16453.46,14273.044285714286,12018.986333333334
2021-10-27,Store_D,T-Shirts,210,19284.31,14866.764285714284,12136.339333333333
2021-10-27,Store_D,Jeans,192,10110.88,15274.962857142858,12038.363000000001
2021-10-27,Store_D,Jackets,221,20140.23,15486.10142857143,12056.337666666666
2021-10-27,Store_D,Dresses,187,14298.34,14953.548571428571,12081.358
2021-10-27,Store_D,Shoes,210,2312.63,14358.064285714285,11809.508999999998
2021-10-27,Store_E,Jackets,218,9116.24,13102.298571428571,11515.418333333335
2021-10-27,Store_E,T-Shirts,216,20624.81,13698.205714285714,11604.426333333335
2021-10-27,Store_E,Jeans,185,5432.36,11719.355714285715,11411.557
2021-10-27,Store_E,Dresses,208,9236.6,11594.45857142857,11574.44
2021-10-27,Store_E,Shoes,195,17329.28,11192.894285714285,11552.311333333335
2021-10-27,Store_E,Accessories,207,6580.71,10090.375714285716,11245.000999999998
2021-10-27,Store_C,Shoes,181,2650.7,10138.671428571428,10819.552333333333
2021-10-27,Store_D,Accessories,190,16469.83,11189.184285714287,10974.879333333334
2021-10-27,Store_C,Dresses,187,18147.58,10835.294285714286,11498.195000000002
2021-10-27,Store_C,Jackets,193,11159.68,11653.482857142857,11512.251666666667
2021-10-27,Store_C,Jeans,200,19244.62,13083.199999999999,11916.298
2021-10-27,Store_A,T-Shirts,167,16616.22,12981.334285714285,12071.742666666665
2021-10-27,Store_A,Jeans,193,4262.41,12650.148571428572,12001.938666666667
2021-10-27,Store_A,Jackets,207,3957.64,12836.854285714286,11921.385666666667
2021-10-27,Store_A,Dresses,199,10828.87,12031.002857142856,11982.339666666667
2021-10-27,Store_A,Accessories,205,18665.86,12105.04285714286,12506.951000000001
2021-10-27,Store_B,T-Shirts,195,16303.45,12839.867142857143,12898.410333333333
2021-10-27,Store_A,Shoes,207,14846.74,12211.598571428573,12917.71
2021-10-27,Store_B,Jackets,190,17982.09,12406.722857142857,13012.837333333333
2021-10-27,Store_B,Dresses,198,14230.19,13830.691428571428,13245.394
2021-10-27,Store_B,Shoes,219,13267.44,15160.662857142857,13065.566666666668
2021-10-27,Store_B,Accessories,209,5587.3,14411.867142857143,12650.936333333335
2021-10-27,Store_C,T-Shirts,180,7859.67,12868.125714285712,12696.891333333333
2021-10-27,Store_B,Jeans,204,9356.32,11875.67857142857,12411.882000000001
2021-10-28,Store_D,Dresses,202,16328.31,12087.33142857143,12407.710333333333
2021-10-28,Store_C,Accessories,212,2280.19,9844.202857142858,11840.906333333334
2021-10-28,Store_D,T-Shirts,196,4459.73,8448.422857142858,11652.534666666666
2021-10-28,Store_D,Jeans,191,10078.27,7992.827142857144,11317.136
2021-10-28,Store_D,Jackets,213,19502.41,9980.699999999999,11490.605000000001
2021-10-28,Store_D,Shoes,179,5703.96,9672.74142857143,11603.649333333335
2021-10-28,Store_E,Accessories,193,4181.3,8933.452857142856,11439.151333333333
2021-10-28,Store_E,T-Shirts,203,16218.38,8917.74857142857,11292.270333333332
2021-10-28,Store_E,Jeans,190,9047.12,9884.452857142856,11412.762333333334
2021-10-28,Store_E,Jackets,185,5948.08,10097.074285714287,11303.145
2021-10-28,Store_E,Dresses,188,4941.35,9363.22857142857,10890.214
2021-10-28,Store_E,Shoes,207,14150.47,8598.665714285715,11142.539333333336
2021-10-28,Store_C,Shoes,202,16304.8,10113.07142857143,11597.676000000001
2021-10-28,Store_D,Accessories,191,17414.25,12003.492857142857,11629.156666666668
2021-10-28,Store_C,Dresses,182,12174.87,11425.848571428573,11430.066333333332
2021-10-28,Store_C,Jackets,189,13892.25,12118.009999999998,11521.152
2021-10-28,Store_C,Jeans,216,14151.3,13289.89857142857,11351.374666666667
2021-10-28,Store_A,T-Shirts,201,14681.29,14681.318571428574,11286.877
2021-10-28,Store_A,Jeans,196,18524.98,15306.248571428572,11762.296
2021-10-28,Store_A,Jackets,190,8437.17,14182.301428571429,11911.613666666666
2021-10-28,Store_A,Dresses,189,7033.48,12699.334285714285,11785.100666666665
2021-10-28,Store_A,Accessories,198,6740.41,11922.982857142857,11387.585666666668
2021-10-28,Store_B,T-Shirts,175,9555.44,11303.438571428573,11162.652
2021-10-28,Store_A,Shoes,218,15541.21,11501.997142857144,11185.801
2021-10-28,Store_B,Jackets,194,3998.29,9975.854285714286,10719.674333333334
2021-10-28,Store_B,Dresses,188,3024.38,7761.482857142857,10346.147333333334
2021-10-28,Store_B,Shoes,193,14149.06,8577.467142857144,10375.534666666668
2021-10-28,Store_B,Accessories,195,4170.46,8168.464285714285,10328.306666666665
2021-10-28,Store_C,T-Shirts,188,18549.66,9855.5,10684.639666666666
2021-10-28,Store_B,Jeans,171,5757.96,9313.002857142857,10564.694333333331
2021-10-29,Store_D,Dresses,210,13585.68,9033.641428571429,10473.273333333333
2021-10-29,Store_C,Accessories,187,16045.47,10754.667142857143,10932.116
2021-10-29,Store_D,T-Shirts,194,4071.97,10904.322857142857,10919.190666666665
2021-10-29,Store_D,Jeans,208,13852.4,10861.942857142856,11044.994999999999
2021-10-29,Store_D,Jackets,188,16374.89,12605.432857142858,10940.744333333334
2021-10-29,Store_D,Shoes,205,10644.11,11476.06857142857,11105.416
2021-10-29,Store_E,Accessories,209,17515.29,13155.687142857143,11549.882333333333
2021-10-29,Store_E,T-Shirts,184,6299.88,12114.858571428571,11219.265666666666
2021-10-29,Store_E,Jeans,189,9702.56,11208.72857142857,11241.113666666666
2021-10-29,Store_E,Jackets,239,15034.79,12774.845714285713,11544.003999999999
2021-10-29,Store_E,Dresses,208,9698.5,12181.43142857143,11702.575666666668
2021-10-29,Store_E,Shoes,208,10232.11,11303.891428571429,11571.963666666667
2021-10-29,Store_C,Shoes,191,3651.49,10304.945714285714,11150.186666666666
2021-10-29,Store_D,Accessories,190,15187.91,9972.462857142858,11075.975333333334
2021-10-29,Store_C,Dresses,203,2951.95,9494.187142857143,10768.544666666665
2021-10-29,Store_C,Jackets,172,1868.26,8375.00142857143,10367.744999999999
2021-10-29,Store_C,Jeans,223,14855.26,8349.354285714286,10391.210333333333
2021-10-29,Store_A,Jeans,193,17411.39,9451.195714285714,10482.213666666668
2021-10-29,Store_A,Jackets,210,7294.98,9031.605714285713,10107.880333333333
2021-10-29,Store_A,Dresses,224,21214.2,11540.564285714285,10533.781333333334
2021-10-29,Store_A,Shoes,196,18290.04,11983.725714285712,10909.0
2021-10-29,Store_A,Accessories,207,9528.24,12923.195714285714,11001.927666666665
2021-10-29,Store_B,T-Shirts,223,5990.87,13512.14,10883.108666666665
2021-10-29,Store_A,T-Shirts,203,11669.43,13057.02142857143,10754.049333333334
2021-10-29,Store_B,Jackets,217,19893.12,13411.554285714286,11283.877
2021-10-29,Store_B,Dresses,180,3141.51,12818.201428571429,11287.781333333334
2021-10-29,Store_B,Shoes,227,3584.17,10299.625714285716,10935.618333333334
2021-10-29,Store_B,Accessories,192,15909.19,9959.504285714285,11326.909333333335
2021-10-29,Store_C,T-Shirts,210,2513.22,8957.358571428571,10792.361333333332
2021-10-29,Store_B,Jeans,196,12153.77,9837.772857142858,11005.555
2021-10-30,Store_C,Accessories,216,8412.11,9372.441428571428,10833.102666666666
2021-10-30,Store_D,T-Shirts,202,9313.09,7861.008571428572,10608.69
2021-10-30,Store_D,Jeans,193,17984.32,9981.41,11072.435000000001
2021-10-30,Store_D,Jackets,211,11687.32,11139.002857142857,11000.265666666666
2021-10-30,Store_D,Dresses,181,11526.59,10512.917142857143,10838.655666666666
2021-10-30,Store_D,Shoes,222,17399.33,12639.504285714285,11063.829666666667
2021-10-30,Store_E,Jeans,207,5558.47,11697.31857142857,10665.269
2021-10-30,Store_E,T-Shirts,225,16822.44,12898.794285714286,11016.021
2021-10-30,Store_E,Jackets,180,14016.47,13570.705714285714,11159.818000000001
2021-10-30,Store_E,Dresses,188,8601.82,12230.348571428569,10945.385666666667
2021-10-30,Store_E,Shoes,199,2778.91,10957.718571428572,10714.732666666667
2021-10-30,Store_C,Shoes,180,7775.7,10421.877142857144,10632.852333333334
2021-10-30,Store_D,Accessories,208,14573.33,10018.162857142857,10996.913666666667
2021-10-30,Store_C,Dresses,190,18595.74,11880.630000000001,11110.508
2021-10-30,Store_E,Accessories,186,3236.76,9939.81857142857,11120.001666666669
2021-10-30,Store_C,Jeans,172,2658.04,8317.185714285715,11146.327666666668
2021-10-30,Store_A,T-Shirts,207,19794.33,9916.115714285714,11310.963333333335
2021-10-30,Store_A,Jeans,197,13992.35,11518.035714285714,11196.995333333332
2021-10-30,Store_A,Jackets,212,6203.14,11293.384285714286,11160.600666666667
2021-10-30,Store_A,Dresses,212,5461.11,9991.638571428572,10635.497666666666
2021-10-30,Store_A,Shoes,205,19971.46,10188.17,10691.545000000002
2021-10-30,Store_A,Accessories,183,2373.25,10064.81142857143,10453.045333333335
2021-10-30,Store_C,Jackets,215,4808.64,10372.039999999999,10413.63766666667
2021-10-30,Store_B,Jeans,193,12970.53,9397.211428571429,10457.007666666666
2021-10-30,Store_B,Jackets,184,11478.43,9038.08,10176.518
2021-10-30,Store_B,Dresses,223,21953.09,11288.072857142859,10803.570666666667
2021-10-30,Store_B,Shoes,203,2524.4,10868.542857142858,10768.244999999999
2021-10-30,Store_B,Accessories,210,3104.98,8459.045714285714,10341.438
2021-10-30,Store_C,T-Shirts,203,12280.18,9874.32142857143,10667.003333333334
2021-10-30,Store_B,T-Shirts,199,11162.93,10782.077142857144,10633.975333333334
2021-10-31,Store_C,Accessories,217,8205.23,10101.320000000002,10627.079333333333
2021-10-31,Store_D,T-Shirts,220,12016.69,10178.214285714286,10717.199333333332
2021-10-31,Store_D,Jeans,194,7775.24,8152.807142857143,10376.896666666666
2021-10-31,Store_D,Jackets,187,11338.51,9411.965714285714,10365.269666666665
2021-10-31,Store_D,Dresses,198,16180.63,11279.915714285715,10520.404333333334
2021-10-31,Store_D,Shoes,185,12224.14,11271.91,10347.898
2021-10-31,Store_E,Jackets,206,11729.13,11352.795714285716,10553.586666666668
2021-10-31,Store_E,T-Shirts,212,9041.96,11472.32857142857,10294.237333333333
2021-10-31,Store_E,Jeans,186,16717.68,12143.898571428572,10384.277666666665
2021-10-31,Store_E,Dresses,209,16633.5,13409.364285714284,10652.000333333333
2021-10-31,Store_E,Shoes,223,20377.7,14700.677142857143,11238.626666666667
2021-10-31,Store_E,Accessories,205,2776.5,12785.801428571429,11071.986666666666
2021-10-31,Store_C,Shoes,233,14353.06,13089.932857142858,11064.644333333332
2021-10-31,Store_D,Accessories,196,8232.23,12590.375714285712,10719.194
2021-10-31,Store_C,Dresses,199,11506.49,12942.451428571429,10994.851666666666
2021-10-31,Store_C,Jackets,200,6084.13,11423.372857142856,11109.054666666667
2021-10-31,Store_C,Jeans,186,15150.9,11211.572857142857,10954.273666666666
