Date,Store,Category,Units_Sold,Revenue
2021-06-09,Store_C,Dresses,188,10388.12
2021-06-09,Store_C,Shoes,192,14881.45
2021-06-09,Store_C,Accessories,187,7748.13
2021-06-09,Store_D,T-Shirts,200,2672.33
2021-06-09,Store_D,Jeans,200,12583.54
2021-06-09,Store_D,Jackets,190,13532.54
2021-06-09,Store_D,Dresses,220,3616.47
2021-06-09,Store_D,Shoes,193,6531.85
2021-06-09,Store_D,Accessories,188,4090.16
2021-06-09,Store_E,T-Shirts,227,6445.97
2021-06-09,Store_E,Jeans,189,14744.7
2021-06-09,Store_E,Jackets,213,18162.06
2021-06-09,Store_E,Dresses,196,12116.23
2021-06-09,Store_E,Shoes,215,19371.45
2021-06-09,Store_E,Accessories,226,10881.27
2021-06-10,Store_A,T-Shirts,183,7255.01
2021-06-10,Store_A,Jeans,194,7647.3
2021-06-10,Store_A,Jackets,220,10245.28
2021-06-10,Store_A,Dresses,185,16462.01
2021-06-10,Store_A,Shoes,197,12418.97
2021-06-10,Store_A,Accessories,182,10767.54
2021-06-10,Store_B,T-Shirts,188,10196.03
2021-06-10,Store_B,Jeans,180,6976.69
2021-06-10,Store_B,Jackets,183,14345.2
2021-06-10,Store_B,Dresses,199,3056.44
2021-06-10,Store_B,Shoes,202,12452.19
2021-06-10,Store_B,Accessories,190,8081.45
2021-06-10,Store_C,T-Shirts,202,8949.76
2021-06-10,Store_C,Jeans,209,2188.05
2021-06-10,Store_C,Jackets,227,16585.95
2021-06-10,Store_C,Dresses,217,18477.04
2021-06-10,Store_C,Shoes,185,12796.9
2021-06-10,Store_C,Accessories,218,14810.19
2021-06-10,Store_D,T-Shirts,201,19738.21
2021-06-10,Store_D,Jeans,192,11112.65
2021-06-10,Store_D,Jackets,204,19754.15
2021-06-10,Store_D,Dresses,203,2168.7
2021-06-10,Store_D,Shoes,203,15642.61
2021-06-10,Store_D,Accessories,222,2226.6
2021-06-10,Store_E,T-Shirts,199,19443.88
2021-06-10,Store_E,Jeans,188,2914.45
2021-06-10,Store_E,Jackets,201,2817.9
2021-06-10,Store_E,Dresses,193,19124.94
2021-06-10,Store_E,Shoes,187,18486.52
2021-06-10,Store_E,Accessories,208,10338.31
2021-06-11,Store_A,T-Shirts,214,15673.98
2021-06-11,Store_A,Jeans,211,18739.53
2021-06-11,Store_A,Jackets,198,17401.71
2021-06-11,Store_A,Dresses,197,11686.63
2021-06-11,Store_A,Shoes,195,12207.45
2021-06-11,Store_A,Accessories,195,17665.07
2021-06-11,Store_B,T-Shirts,194,18041.61
2021-06-11,Store_B,Jeans,183,14420.21
2021-06-11,Store_B,Jackets,211,13973.8
2021-06-11,Store_B,Dresses,211,16576.83
2021-06-11,Store_B,Shoes,197,8399.2
2021-06-11,Store_B,Accessories,181,6396.21
2021-06-11,Store_C,T-Shirts,169,2815.37
2021-06-11,Store_C,Jeans,187,2933.11
2021-06-11,Store_C,Jackets,190,18396.12
2021-06-11,Store_C,Dresses,219,5660.28
2021-06-11,Store_C,Shoes,190,15211.81
2021-06-11,Store_C,Accessories,174,5621.73
2021-06-11,Store_D,T-Shirts,211,12971.95
2021-06-11,Store_D,Jeans,218,20743.93
2021-06-11,Store_D,Jackets,191,13773.36
2021-06-11,Store_D,Dresses,196,19243.73
2021-06-11,Store_D,Shoes,200,10494.88
2021-06-11,Store_D,Accessories,217,3044.4
2021-06-11,Store_E,T-Shirts,202,16173.77
2021-06-11,Store_E,Jeans,193,15803.04
2021-06-11,Store_E,Jackets,167,7651.34
2021-06-11,Store_E,Dresses,188,18769.12
2021-06-11,Store_E,Shoes,228,8376.02
2021-06-11,Store_E,Accessories,188,13378.02
2021-06-12,Store_A,T-Shirts,188,10453.56
2021-06-12,Store_A,Jeans,201,8894.44
2021-06-12,Store_A,Jackets,223,17209.7
2021-06-12,Store_A,Dresses,226,3418.42
2021-06-12,Store_A,Shoes,187,9133.06
2021-06-12,Store_A,Accessories,206,4143.98
2021-06-12,Store_B,T-Shirts,198,17913.0
2021-06-12,Store_B,Jeans,179,13020.95
2021-06-12,Store_B,Jackets,194,18978.02
2021-06-12,Store_B,Dresses,202,7428.8
2021-06-12,Store_B,Shoes,203,7551.03
2021-06-12,Store_B,Accessories,173,4810.6
2021-06-12,Store_C,T-Shirts,202,13083.83
2021-06-12,Store_C,Jeans,195,16590.88
2021-06-12,Store_C,Jackets,197,2862.94
2021-06-12,Store_C,Dresses,206,19533.17
2021-06-12,Store_C,Shoes,203,12330.95
2021-06-12,Store_C,Accessories,184,16902.46
2021-06-12,Store_D,T-Shirts,198,4489.65
2021-06-12,Store_D,Jeans,208,19106.56
2021-06-12,Store_D,Jackets,207,12491.66
2021-06-12,Store_D,Dresses,201,3026.83
2021-06-12,Store_D,Shoes,205,16413.59
2021-06-12,Store_D,Accessories,212,20730.6
2021-06-12,Store_E,T-Shirts,228,16424.11
2021-06-12,Store_E,Jeans,179,8685.85
2021-06-12,Store_E,Jackets,193,4206.44
2021-06-12,Store_E,Dresses,214,9066.6
2021-06-12,Store_E,Shoes,193,2724.27
2021-06-12,Store_E,Accessories,230,20992.37
2021-06-13,Store_A,T-Shirts,176,4167.09
2021-06-13,Store_A,Jeans,191,11451.92
2021-06-13,Store_A,Jackets,198,10908.19
2021-06-13,Store_A,Dresses,204,5718.62
2021-06-13,Store_A,Shoes,202,9112.26
2021-06-13,Store_A,Accessories,207,2925.49
2021-06-13,Store_B,T-Shirts,193,3613.02
2021-06-13,Store_B,Jeans,188,18736.42
2021-06-13,Store_B,Jackets,210,2482.71
2021-06-13,Store_B,Dresses,209,16889.65
2021-06-13,Store_B,Shoes,225,6038.95
2021-06-13,Store_B,Accessories,203,8195.66
2021-06-13,Store_C,T-Shirts,195,18232.38
2021-06-13,Store_C,Jeans,205,5216.67
2021-06-13,Store_C,Jackets,187,4841.41
2021-06-13,Store_C,Dresses,206,16735.01
2021-06-13,Store_C,Shoes,214,5622.41
2021-06-13,Store_C,Accessories,205,2369.07
2021-06-13,Store_D,T-Shirts,192,15969.52
2021-06-13,Store_D,Jeans,216,8490.53
2021-06-13,Store_D,Jackets,200,9478.68
2021-06-13,Store_D,Dresses,205,8317.07
2021-06-13,Store_D,Shoes,205,7465.59
2021-06-13,Store_D,Accessories,183,8668.31
2021-06-13,Store_E,T-Shirts,205,2717.61
2021-06-13,Store_E,Jeans,189,10434.03
2021-06-13,Store_E,Jackets,197,6268.03
2021-06-13,Store_E,Dresses,204,18760.04
2021-06-13,Store_E,Shoes,222,6167.67
2021-06-13,Store_E,Accessories,228,15350.08
2021-06-14,Store_A,T-Shirts,193,11362.13
2021-06-14,Store_A,Jeans,195,14792.6
2021-06-14,Store_A,Jackets,211,8661.94
2021-06-14,Store_A,Dresses,201,2300.1
2021-06-14,Store_A,Shoes,202,3475.15
2021-06-14,Store_A,Accessories,211,20321.57
2021-06-14,Store_B,T-Shirts,171,7086.14
2021-06-14,Store_B,Jeans,216,7223.88
2021-06-14,Store_B,Jackets,217,2498.75
2021-06-14,Store_B,Dresses,195,6414.01
2021-06-14,Store_B,Shoes,197,12396.89
2021-06-14,Store_B,Accessories,211,10090.22
2021-06-14,Store_C,T-Shirts,177,4233.98
2021-06-14,Store_C,Jeans,199,18985.52
2021-06-14,Store_C,Jackets,174,9984.97
2021-06-14,Store_C,Dresses,201,5728.19
2021-06-14,Store_C,Shoes,193,6296.37
2021-06-14,Store_C,Accessories,192,4902.28
2021-06-14,Store_D,T-Shirts,196,10060.95
2021-06-14,Store_D,Jeans,248,23705.61
2021-06-14,Store_D,Jackets,203,9893.27
2021-06-14,Store_D,Dresses,198,17945.55
2021-06-14,Store_D,Shoes,188,10276.3
2021-06-14,Store_D,Accessories,221,15178.57
2021-06-14,Store_E,T-Shirts,209,12697.42
2021-06-14,Store_E,Jeans,196,12743.87
2021-06-14,Store_E,Jackets,210,14762.04
2021-06-14,Store_E,Dresses,189,14047.42
2021-06-14,Store_E,Shoes,201,6884.14
2021-06-14,Store_E,Accessories,204,13000.19
2021-06-15,Store_A,T-Shirts,191,15763.93
2021-06-15,Store_A,Jeans,190,13205.74
2021-06-15,Store_A,Jackets,208,14860.12
2021-06-15,Store_A,Dresses,196,6454.98
2021-06-15,Store_A,Shoes,184,3383.21
2021-06-15,Store_A,Accessories,228,19876.02
2021-06-15,Store_B,T-Shirts,222,19137.08
2021-06-15,Store_B,Jeans,184,14837.8
2021-06-15,Store_B,Jackets,207,6649.33
2021-06-15,Store_B,Dresses,207,17678.69
2021-06-15,Store_B,Shoes,184,5557.4
2021-06-15,Store_B,Accessories,173,4365.79
2021-06-15,Store_C,T-Shirts,210,8572.73
2021-06-15,Store_C,Jeans,203,8935.84
2021-06-15,Store_C,Jackets,214,3723.2
2021-06-15,Store_C,Dresses,193,11355.99
2021-06-15,Store_C,Shoes,195,2640.06
2021-06-15,Store_C,Accessories,197,13451.57
2021-06-15,Store_D,T-Shirts,157,7153.11
2021-06-15,Store_D,Jeans,192,9396.37
2021-06-15,Store_D,Jackets,193,7073.55
2021-06-15,Store_D,Dresses,220,16336.32
2021-06-15,Store_D,Shoes,205,6460.02
2021-06-15,Store_D,Accessories,195,8105.72
2021-06-15,Store_E,T-Shirts,187,16676.48
2021-06-15,Store_E,Jeans,198,10719.11
2021-06-15,Store_E,Jackets,219,11666.2
2021-06-15,Store_E,Dresses,225,4508.89
2021-06-15,Store_E,Shoes,185,15766.92
2021-06-15,Store_E,Accessories,202,13508.54
2021-06-16,Store_A,T-Shirts,197,3893.37
2021-06-16,Store_A,Jeans,205,5019.63
2021-06-16,Store_A,Jackets,196,13138.64
2021-06-16,Store_A,Dresses,195,16231.28
2021-06-16,Store_A,Shoes,211,14481.53
2021-06-16,Store_A,Accessories,170,3098.67
2021-06-16,Store_B,T-Shirts,184,4415.74
2021-06-16,Store_B,Jeans,193,11201.3
2021-06-16,Store_B,Jackets,214,2144.86
2021-06-16,Store_B,Dresses,211,11789.63
2021-06-16,Store_B,Shoes,222,12687.76
2021-06-16,Store_B,Accessories,191,5051.88
2021-06-16,Store_C,T-Shirts,221,4311.24
2021-06-16,Store_C,Jeans,217,12031.89
2021-06-16,Store_C,Jackets,208,14559.64
2021-06-16,Store_C,Dresses,215,18571.74
2021-06-16,Store_C,Shoes,184,2557.8
2021-06-16,Store_C,Accessories,194,16000.02
2021-06-16,Store_D,T-Shirts,206,14150.19
2021-06-16,Store_D,Jeans,169,11225.88
2021-06-16,Store_D,Jackets,206,9531.62
2021-06-16,Store_D,Dresses,209,20211.43
2021-06-16,Store_D,Shoes,187,11997.7
2021-06-16,Store_D,Accessories,201,11523.4
2021-06-16,Store_E,T-Shirts,188,11567.81
2021-06-16,Store_E,Jeans,193,7556.76
2021-06-16,Store_E,Jackets,203,9760.37
2021-06-16,Store_E,Dresses,222,13687.43
2021-06-16,Store_E,Shoes,200,12199.81
2021-06-16,Store_E,Accessories,190,12264.73
2021-06-17,Store_A,T-Shirts,199,9075.51
2021-06-17,Store_A,Jeans,201,3386.67
2021-06-17,Store_A,Jackets,194,13261.48
2021-06-17,Store_A,Dresses,191,10389.72
2021-06-17,Store_A,Shoes,200,19048.1
2021-06-17,Store_A,Accessories,194,7626.14
2021-06-17,Store_B,T-Shirts,156,7113.13
2021-06-17,Store_B,Jeans,200,2106.8
2021-06-17,Store_B,Jackets,187,14568.9
2021-06-17,Store_B,Dresses,183,12425.55
2021-06-17,Store_B,Shoes,188,12499.41
2021-06-17,Store_B,Accessories,222,9183.96
2021-06-17,Store_C,T-Shirts,203,20284.46
2021-06-17,Store_C,Jeans,211,10147.69
2021-06-17,Store_C,Jackets,205,2582.56
2021-06-17,Store_C,Dresses,196,13007.95
2021-06-17,Store_C,Shoes,176,6018.98
2021-06-17,Store_C,Accessories,189,11708.21
2021-06-17,Store_D,T-Shirts,202,15064.82
2021-06-17,Store_D,Jeans,192,4949.56
2021-06-17,Store_D,Jackets,213,15227.1
2021-06-17,Store_D,Dresses,199,3419.17
2021-06-17,Store_D,Shoes,217,5074.92
2021-06-17,Store_D,Accessories,203,3423.12
2021-06-17,Store_E,T-Shirts,224,14455.96
2021-06-17,Store_E,Jeans,199,7870.88
2021-06-17,Store_E,Jackets,200,19201.8
2021-06-17,Store_E,Dresses,226,6988.42
2021-06-17,Store_E,Shoes,191,7310.54
2021-06-17,Store_E,Accessories,195,15332.33
2021-06-18,Store_A,T-Shirts,210,2708.29
2021-06-18,Store_A,Jeans,201,2961.3
2021-06-18,Store_A,Jackets,189,16504.68
2021-06-18,Store_A,Dresses,224,13236.76
2021-06-18,Store_A,Shoes,216,12207.73
2021-06-18,Store_A,Accessories,222,20383.27
2021-06-18,Store_B,T-Shirts,187,16048.81
2021-06-18,Store_B,Jeans,180,4764.17
2021-06-18,Store_B,Jackets,214,5861.73
2021-06-18,Store_B,Dresses,199,13342.31
2021-06-18,Store_B,Shoes,197,11176.54
2021-06-18,Store_B,Accessories,200,18598.17
2021-06-18,Store_C,T-Shirts,185,15229.4
2021-06-18,Store_C,Jeans,187,5920.73
2021-06-18,Store_C,Jackets,211,18364.98
2021-06-18,Store_C,Dresses,221,16638.03
2021-06-18,Store_C,Shoes,202,13802.78
2021-06-18,Store_C,Accessories,223,8540.21
2021-06-18,Store_D,T-Shirts,195,3241.0
2021-06-18,Store_D,Jeans,200,12591.99
2021-06-18,Store_D,Jackets,194,17273.66
2021-06-18,Store_D,Dresses,234,3236.97
2021-06-18,Store_D,Shoes,193,4421.18
2021-06-18,Store_D,Accessories,184,16779.67
2021-06-18,Store_E,T-Shirts,202,17075.01
2021-06-18,Store_E,Jeans,232,3795.55
2021-06-18,Store_E,Jackets,208,19037.71
2021-06-18,Store_E,Dresses,195,2163.89
2021-06-18,Store_E,Shoes,193,10994.93
2021-06-18,Store_E,Accessories,215,12355.98
2021-06-19,Store_A,T-Shirts,187,10470.08
2021-06-19,Store_A,Jeans,175,2243.57
2021-06-19,Store_A,Jackets,179,11317.57
2021-06-19,Store_A,Dresses,216,4710.24
2021-06-19,Store_A,Shoes,204,2723.56
2021-06-19,Store_A,Accessories,217,16719.17
2021-06-19,Store_B,T-Shirts,205,16927.99
2021-06-19,Store_B,Jeans,207,9074.16
2021-06-19,Store_B,Jackets,221,16109.54
2021-06-19,Store_B,Dresses,191,7274.86
2021-06-19,Store_B,Shoes,190,8376.65
2021-06-19,Store_B,Accessories,205,7531.29
2021-06-19,Store_C,T-Shirts,187,13151.49
2021-06-19,Store_C,Jeans,222,19263.75
2021-06-19,Store_C,Jackets,201,3662.91
2021-06-19,Store_C,Dresses,197,6477.41
2021-06-19,Store_C,Shoes,200,15388.06
2021-06-19,Store_C,Accessories,204,9885.34
2021-06-19,Store_D,T-Shirts,189,12289.12
2021-06-19,Store_D,Jeans,201,17025.88
2021-06-19,Store_D,Jackets,209,3383.76
2021-06-19,Store_D,Dresses,194,17000.81
2021-06-19,Store_D,Shoes,191,9629.82
2021-06-19,Store_D,Accessories,194,18813.95
2021-06-19,Store_E,T-Shirts,194,17612.34
2021-06-19,Store_E,Jeans,186,10032.64
2021-06-19,Store_E,Jackets,198,19045.44
2021-06-19,Store_E,Dresses,215,5301.31
2021-06-19,Store_E,Shoes,210,10133.79
2021-06-19,Store_E,Accessories,225,7663.59
2021-06-20,Store_A,T-Shirts,172,11344.84
2021-06-20,Store_A,Jeans,192,2613.75
2021-06-20,Store_A,Jackets,184,5933.25
2021-06-20,Store_A,Dresses,189,10652.49
2021-06-20,Store_A,Shoes,210,9001.59
2021-06-20,Store_A,Accessories,199,4142.63
2021-06-20,Store_B,T-Shirts,175,16843.0
2021-06-20,Store_B,Jeans,176,17159.99
2021-06-20,Store_B,Jackets,184,16571.8
2021-06-20,Store_B,Dresses,223,17607.16
2021-06-20,Store_B,Shoes,210,17735.53
2021-06-20,Store_B,Accessories,208,6515.82
2021-06-20,Store_C,T-Shirts,211,7708.09
2021-06-20,Store_C,Jeans,214,20193.16
2021-06-20,Store_C,Jackets,184,5884.61
2021-06-20,Store_C,Dresses,222,15330.11
2021-06-20,Store_C,Shoes,213,20420.83
2021-06-20,Store_C,Accessories,217,2317.28
2021-06-20,Store_D,T-Shirts,191,17208.49
2021-06-20,Store_D,Jeans,241,12632.38
2021-06-20,Store_D,Jackets,202,8882.91
2021-06-20,Store_D,Dresses,192,13345.38
2021-06-20,Store_D,Shoes,209,17381.55
2021-06-20,Store_D,Accessories,207,10441.13
2021-06-20,Store_E,T-Shirts,221,10929.96
2021-06-20,Store_E,Jeans,195,14501.14
2021-06-20,Store_E,Jackets,226,14653.11
2021-06-20,Store_E,Dresses,180,17495.25
2021-06-20,Store_E,Shoes,192,14146.52
2021-06-20,Store_E,Accessories,210,7726.0
2021-06-21,Store_A,T-Shirts,199,16126.78
2021-06-21,Store_A,Jeans,192,15789.45
2021-06-21,Store_A,Jackets,207,11688.98
2021-06-21,Store_A,Dresses,198,17093.79
2021-06-21,Store_A,Shoes,199,3874.46
2021-06-21,Store_A,Accessories,204,11645.15
2021-06-21,Store_B,T-Shirts,187,3296.86
2021-06-21,Store_B,Jeans,203,18732.22
2021-06-21,Store_B,Jackets,201,12371.11
2021-06-21,Store_B,Dresses,177,2265.56
2021-06-21,Store_B,Shoes,200,10449.1
2021-06-21,Store_B,Accessories,227,3851.52
2021-06-21,Store_C,T-Shirts,188,17018.36
2021-06-21,Store_C,Jeans,202,19433.04
2021-06-21,Store_C,Jackets,211,8832.38
2021-06-21,Store_C,Dresses,202,7866.4
2021-06-21,Store_C,Shoes,203,4649.47
2021-06-21,Store_C,Accessories,195,18029.08
2021-06-21,Store_D,T-Shirts,198,3816.12
2021-06-21,Store_D,Jeans,222,17811.16
2021-06-21,Store_D,Jackets,213,12274.27
2021-06-21,Store_D,Dresses,237,16939.45
2021-06-21,Store_D,Shoes,238,20832.21
2021-06-21,Store_D,Accessories,227,6996.04
2021-06-21,Store_E,T-Shirts,193,16372.34
2021-06-21,Store_E,Jeans,217,9054.87
2021-06-21,Store_E,Jackets,175,13192.79
2021-06-21,Store_E,Dresses,223,18861.91
2021-06-21,Store_E,Shoes,211,10218.09
2021-06-21,Store_E,Accessories,222,10179.14
2021-06-22,Store_A,T-Shirts,176,10372.63
2021-06-22,Store_A,Jeans,190,10918.43
2021-06-22,Store_A,Jackets,184,9861.14
2021-06-22,Store_A,Dresses,203,7960.01
2021-06-22,Store_A,Shoes,196,15545.61
2021-06-22,Store_A,Accessories,188,5999.28
2021-06-22,Store_B,T-Shirts,202,16590.0
2021-06-22,Store_B,Jeans,209,20120.4
2021-06-22,Store_B,Jackets,204,17632.57
2021-06-22,Store_B,Dresses,207,6432.56
2021-06-22,Store_B,Shoes,195,10826.18
2021-06-22,Store_B,Accessories,205,8212.57
2021-06-22,Store_C,T-Shirts,215,15636.8
2021-06-22,Store_C,Jeans,191,12809.1
2021-06-22,Store_C,Jackets,204,18532.29
2021-06-22,Store_C,Dresses,190,5976.51
2021-06-22,Store_C,Shoes,197,15475.31
2021-06-22,Store_C,Accessories,206,7719.6
2021-06-22,Store_D,T-Shirts,188,8803.48
2021-06-22,Store_D,Jeans,186,13864.58
2021-06-22,Store_D,Jackets,194,4534.98
2021-06-22,Store_D,Dresses,196,11362.88
2021-06-22,Store_D,Shoes,178,10856.96
2021-06-22,Store_D,Accessories,210,9310.19
2021-06-22,Store_E,T-Shirts,178,10022.32
2021-06-22,Store_E,Jeans,199,16900.15
2021-06-22,Store_E,Jackets,211,13922.91
2021-06-22,Store_E,Dresses,176,7808.33
2021-06-22,Store_E,Shoes,182,11877.46
2021-06-22,Store_E,Accessories,194,11321.44
2021-06-23,Store_A,T-Shirts,225,21925.92
2021-06-23,Store_A,Jeans,182,14893.29
2021-06-23,Store_A,Jackets,201,12554.41
2021-06-23,Store_A,Dresses,205,16094.35
2021-06-23,Store_A,Shoes,212,6237.68
2021-06-23,Store_A,Accessories,196,18778.45
2021-06-23,Store_B,T-Shirts,175,6672.23
2021-06-23,Store_B,Jeans,188,12135.03
2021-06-23,Store_B,Jackets,185,8953.31
2021-06-23,Store_B,Dresses,193,15519.99
2021-06-23,Store_B,Shoes,214,16785.06
2021-06-23,Store_B,Accessories,195,8737.82
2021-06-23,Store_C,T-Shirts,221,8024.79
2021-06-23,Store_C,Jeans,202,9732.63
2021-06-23,Store_C,Jackets,200,11417.46
2021-06-23,Store_C,Dresses,194,9075.48
2021-06-23,Store_C,Shoes,201,4199.77
2021-06-23,Store_C,Accessories,188,7977.94
2021-06-23,Store_D,T-Shirts,195,7638.91
2021-06-23,Store_D,Jeans,200,6179.21
2021-06-23,Store_D,Jackets,209,10493.95
2021-06-23,Store_D,Dresses,214,19149.97
2021-06-23,Store_D,Shoes,202,17928.57
2021-06-23,Store_D,Accessories,215,16724.18
2021-06-23,Store_E,T-Shirts,197,3070.5
2021-06-23,Store_E,Jeans,177,2720.57
2021-06-23,Store_E,Jackets,184,1858.98
2021-06-23,Store_E,Dresses,191,12145.78
2021-06-23,Store_E,Shoes,212,11839.39
2021-06-23,Store_E,Accessories,210,13600.48
2021-06-24,Store_A,T-Shirts,221,9870.14
2021-06-24,Store_A,Jeans,214,7333.19
2021-06-24,Store_A,Jackets,213,16182.22
2021-06-24,Store_A,Dresses,204,18658.26
2021-06-24,Store_A,Shoes,186,14119.84
2021-06-24,Store_A,Accessories,208,6885.4
2021-06-24,Store_B,T-Shirts,198,9816.67
2021-06-24,Store_B,Jeans,208,4226.21
2021-06-24,Store_B,Jackets,212,14633.32
2021-06-24,Store_B,Dresses,183,8305.63
2021-06-24,Store_B,Shoes,191,15754.1
2021-06-24,Store_B,Accessories,206,6249.16
2021-06-24,Store_C,T-Shirts,224,18266.21
2021-06-24,Store_C,Jeans,187,7332.42
2021-06-24,Store_C,Jackets,190,8041.85
2021-06-24,Store_C,Dresses,199,6327.3
2021-06-24,Store_C,Shoes,209,6246.98
2021-06-24,Store_C,Accessories,200,15894.31
2021-06-24,Store_D,T-Shirts,205,16429.25
2021-06-24,Store_D,Jeans,188,16522.13
2021-06-24,Store_D,Jackets,219,10231.96
2021-06-24,Store_D,Dresses,206,20237.52
2021-06-24,Store_D,Shoes,209,3327.26
2021-06-24,Store_D,Accessories,211,14866.96
2021-06-24,Store_E,T-Shirts,191,3808.37
2021-06-24,Store_E,Jeans,199,8242.33
2021-06-24,Store_E,Jackets,184,3107.98
2021-06-24,Store_E,Dresses,224,10238.32
2021-06-24,Store_E,Shoes,201,18686.79
2021-06-24,Store_E,Accessories,185,18096.89
2021-06-25,Store_A,T-Shirts,195,4541.14
2021-06-25,Store_A,Jeans,190,18929.66
2021-06-25,Store_A,Jackets,204,3538.02
2021-06-25,Store_A,Dresses,199,12846.64
2021-06-25,Store_A,Shoes,197,11450.94
2021-06-25,Store_A,Accessories,208,4829.44
2021-06-25,Store_B,T-Shirts,188,4242.68
2021-06-25,Store_B,Jeans,200,9617.11
2021-06-25,Store_B,Jackets,202,7810.26
2021-06-25,Store_B,Dresses,201,9087.32
2021-06-25,Store_B,Shoes,173,3999.19
2021-06-25,Store_B,Accessories,188,3020.81
2021-06-25,Store_C,T-Shirts,199,9545.48
2021-06-25,Store_C,Jeans,194,7625.79
2021-06-25,Store_C,Jackets,199,8124.88
2021-06-25,Store_C,Dresses,220,5079.37
2021-06-25,Store_C,Shoes,204,14892.62
2021-06-25,Store_C,Accessories,183,6796.43
2021-06-25,Store_D,T-Shirts,198,17136.03
2021-06-25,Store_D,Jeans,170,9579.31
2021-06-25,Store_D,Jackets,199,10576.88
2021-06-25,Store_D,Dresses,227,7868.32
2021-06-25,Store_D,Shoes,224,14528.75
2021-06-25,Store_D,Accessories,208,15076.02
2021-06-25,Store_E,T-Shirts,185,4181.43
2021-06-25,Store_E,Jeans,196,11577.52
2021-06-25,Store_E,Jackets,207,15843.83
2021-06-25,Store_E,Dresses,202,10717.98
2021-06-25,Store_E,Shoes,202,9473.43
2021-06-25,Store_E,Accessories,216,12946.13
2021-06-26,Store_A,T-Shirts,209,18716.51
2021-06-26,Store_A,Jeans,200,9096.28
2021-06-26,Store_A,Jackets,199,18658.91
2021-06-26,Store_A,Dresses,221,19118.17
2021-06-26,Store_A,Shoes,231,13092.66
2021-06-26,Store_A,Accessories,212,21075.67
2021-06-26,Store_B,T-Shirts,198,16103.97
2021-06-26,Store_B,Jeans,200,11830.78
2021-06-26,Store_B,Jackets,196,8899.82
2021-06-26,Store_B,Dresses,189,4508.88
2021-06-26,Store_B,Shoes,206,12321.7
2021-06-26,Store_B,Accessories,177,11360.65
2021-06-26,Store_C,T-Shirts,207,16675.19
2021-06-26,Store_C,Jeans,179,14478.25
2021-06-26,Store_C,Jackets,154,2470.81
2021-06-26,Store_C,Dresses,210,9072.17
2021-06-26,Store_C,Shoes,179,6961.63
2021-06-26,Store_C,Accessories,190,11459.09
2021-06-26,Store_D,T-Shirts,194,6675.53
2021-06-26,Store_D,Jeans,213,5174.92
2021-06-26,Store_D,Jackets,213,5631.19
2021-06-26,Store_D,Dresses,180,14380.9
2021-06-26,Store_D,Shoes,193,4086.66
2021-06-26,Store_D,Accessories,200,9048.83
2021-06-26,Store_E,T-Shirts,175,8391.49
2021-06-26,Store_E,Jeans,198,8424.0
2021-06-26,Store_E,Jackets,211,15691.12
2021-06-26,Store_E,Dresses,195,11846.31
2021-06-26,Store_E,Shoes,232,3007.24
2021-06-26,Store_E,Accessories,204,20211.32
2021-06-27,Store_A,T-Shirts,199,13541.3
2021-06-27,Store_A,Jeans,202,17909.31
2021-06-27,Store_A,Jackets,211,10880.81
2021-06-27,Store_A,Dresses,206,10547.23
2021-06-27,Store_A,Shoes,199,6982.0
2021-06-27,Store_A,Accessories,201,3905.9
2021-06-27,Store_B,T-Shirts,175,7224.38
2021-06-27,Store_B,Jeans,188,16010.33
2021-06-27,Store_B,Jackets,186,2887.95
2021-06-27,Store_B,Dresses,224,20670.9
2021-06-27,Store_B,Shoes,200,19519.53
2021-06-27,Store_B,Accessories,181,10430.07
2021-06-27,Store_C,T-Shirts,201,2348.73
2021-06-27,Store_C,Jeans,209,4261.99
2021-06-27,Store_C,Jackets,203,14498.37
2021-06-27,Store_C,Dresses,176,6207.11
2021-06-27,Store_C,Shoes,200,14701.63
2021-06-27,Store_C,Accessories,180,17499.69
2021-06-27,Store_D,T-Shirts,184,13474.2
2021-06-27,Store_D,Jeans,212,7612.92
2021-06-27,Store_D,Jackets,222,3479.05
2021-06-27,Store_D,Dresses,204,16665.51
2021-06-27,Store_D,Shoes,206,16610.88
2021-06-27,Store_D,Accessories,180,14347.88
2021-06-27,Store_E,T-Shirts,197,15014.68
2021-06-27,Store_E,Jeans,179,13622.67
2021-06-27,Store_E,Jackets,218,7851.16
2021-06-27,Store_E,Dresses,194,7643.8
2021-06-27,Store_E,Shoes,189,17205.89
2021-06-27,Store_E,Accessories,192,16410.62
2021-06-28,Store_A,T-Shirts,184,10806.07
2021-06-28,Store_A,Jeans,205,13100.93
2021-06-28,Store_A,Jackets,185,12807.24
2021-06-28,Store_A,Dresses,197,9969.62
2021-06-28,Store_A,Shoes,193,9067.37
2021-06-28,Store_A,Accessories,216,3054.88
2021-06-28,Store_B,T-Shirts,181,13841.09
2021-06-28,Store_B,Jeans,191,9053.48
2021-06-28,Store_B,Jackets,180,13542.9
2021-06-28,Store_B,Dresses,205,5063.3
2021-06-28,Store_B,Shoes,206,8539.26
2021-06-28,Store_B,Accessories,204,7756.87
2021-06-28,Store_C,T-Shirts,196,14455.7
2021-06-28,Store_C,Jeans,215,5731.85
2021-06-28,Store_C,Jackets,216,9050.73
2021-06-28,Store_C,Dresses,210,12822.72
2021-06-28,Store_C,Shoes,197,6153.85
2021-06-28,Store_C,Accessories,191,12766.12
2021-06-28,Store_D,T-Shirts,189,17169.04
